OBJECTID,X,Y,Z,Layer,URL,Text,MUTCD,Width,Height,Condition,Orientation,Longitude,Latitude,matched,match_idx,match_distance,Source,File2_Lat,File2_Lon
1363,1464358.426,320541.3238,1029.233814,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b98462ed-9ec8-4ec1-a393-995962134a60,No Parking,R7-1,10.11323126,4.423836154,,158.0180413,-79.55489207,40.19910767,True,251,0.8546993381933646,File 1,40.199111,-79.554883
1368,1482436.841,308232.6271,1196.095097,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-85bdb5b6-a9c6-4545-a80b-9bba5cff3987,,W1-8L,2.205467178,4.176422227,,118.8594908,-79.48931827,40.16632178,True,471,0.13758416437444365,File 1,40.166323,-79.489318
1376,1430907.033,364336.9084,1095.442558,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-42912de2-e276-4fa7-832f-1b6e4864e87e,,M3-2,1.011447146,0.32046269,,-4.377818795,-79.67803821,40.31736208,True,696,0.13750588249108522,File 1,40.317361,-79.678039
1378,1459221.611,323859.9572,1033.749315,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-7195141a-cd61-4b81-8ca8-2e745dc51845,"MILE
77
.4",D10-1,0.638868946,3.877400324,,-33.6281078,-79.57352263,40.20792602,True,193,0.11636208348470707,File 1,40.207926,-79.573524
1380,1450154.176,329888.921,983.5469481,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-66e2958c-9a64-4c83-a6ef-4b0e051a7386,MILE 75.2,D10-1,1.014821998,3.86521816,,139.4249228,-79.60643375,40.22395385,True,206,0.06582343474731914,File 1,40.223954,-79.606433
1381,1449541.346,330383.5611,1002.962066,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-46965a2c-4355-4212-83a3-7c54660434f2,,W1-2,5.085769442,3.156294683,,-16.45501232,-79.60866521,40.22527599,True,1069,1.2221622915938173,File 1,40.225265,-79.608665
1382,1435494.221,344970.758,1029.69448,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6bc6a39f-97fb-4d89-bec0-04ee5a34e185,MILE 709,D10-1,6.398187567,7.176101718,,-151.6742582,-79.66008973,40.26448705,True,303,1.9401491962408182,File 1,40.264503,-79.660099
1383,1449542.218,330383.7885,999.3182367,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-4a133c76-e59e-4da9-aba7-4f0782bd6de7,25 MPH,W13-1P,2.518553637,2.729746668,,166.0597111,-79.6086621,40.22527667,True,933,1.3392207340239755,File 1,40.225265,-79.608666
1385,1461971.363,322307.1778,1015.559503,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-0bbe7ef8-90f9-4d2b-b6ce-63789cc9b3a7,EAST 76 MILE 78 0,D10-1,0.826298829,4.529153909,,115.5079492,-79.56356548,40.20381984,True,336,0.3131899681041195,File 1,40.203819,-79.563569
1387,1472479.433,313922.973,1140.590912,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-41ecba14-c7ea-4010-b50a-c67b373499b2,"MILE
80.6",D10-1,0.744359521,3.235403265,,131.1216281,-79.52534944,40.18139531,True,86,0.4138695262493155,File 1,40.181394,-79.525354
1388,1452923.693,327035.3937,1049.926152,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-4a432ba2-32ca-4506-bf01-325cf89d41fc,119 Connellsville Delmont EXIT 75,E1-1,13.1661954,11.61520351,,-36.26259687,-79.59630411,40.21628178,True,659,0.12808394214666377,File 1,40.216281,-79.596303
1389,1501494.173,299722.385,1761.536805,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-5a209031-b2ae-4ed9-aee1-b0c69d6eae07,,W1-5,2.639049231,4.662887848,,-43.62305112,-79.42056451,40.14397461,True,623,0.14517104232884515,File 1,40.143974,-79.420563
1390,1450697.205,329029.317,967.5771654,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-03bd00ab-a2df-4c11-8294-4c9547033eaf,"MILE
75.4",D10-1,0.568420279,2.985057999,,124.5335761,-79.60442485,40.22162601,True,186,0.29006829808093165,File 1,40.221625,-79.604428
1391,1440378.036,340254.1147,1083.945775,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-5be47c16-e7ea-4b45-ab52-0af0a620835c,MADISON ROAD,D3-1,9.211657278,1.61638517,,-162.4771866,-79.64223127,40.25183114,True,200,0.7089145992499697,File 1,40.251828,-79.642224
1393,1445399.531,335022.1948,1082.07092,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c0e2c7a8-a2b3-4034-a8ea-65758b849bab,"MILE
73
9",D10-1,13.81972695,3.225364752,,-61.01657981,-79.62384726,40.2377663,True,247,0.3187078034157355,File 1,40.237769,-79.623846
1395,1471154.114,314746.499,1145.206136,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d705d632-dc0a-463e-9f8a-e179d47f1109,80,M3-1,0.668349867,3.535014564,,157.0251862,-79.53015113,40.18358227,True,375,0.44747386569205877,File 1,40.183585,-79.530155
1397,1497365.739,303873.4017,1584.596856,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-60284384-9a1b-4872-acdb-e970a7a3effd,NO TRUCKS BUSES TRAILERS LEFT LANE,R3-10a,0.752727475,5.250987007,,16.08615735,-79.43561249,40.15515216,True,1236,0.6331338161979163,File 1,40.15515515,-79.43561883
1399,1498106.821,303645.5824,1607.587045,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-cf8f9dbf-2dc6-4248-bd2d-4711283ea2ea,,W1-8R,3.159843382,3.938293543,,125.3256692,-79.43294618,40.15456569,True,787,0.33359378794820194,File 1,40.154565,-79.43295
1400,1454534.797,325671.131,1011.732699,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-04a9b3c5-c5e3-400f-ac99-07c73bff6caf,MILE 76.4,D10-1,0.446593459,2.326652878,,71.8428743,-79.59043454,40.2126299,True,846,0.04718275986651229,File 1,40.21263,-79.590434
1401,1430837.693,362293.5965,1098.00626,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-3990e712-f815-4245-8cc7-abda12c712a5,"MILE
67
3",D10-1,5.348952364,7.888921782,,179.9999981,-79.67812684,40.31175027,True,607,1.3815536167696931,File 1,40.311742,-79.678139
1403,1430775.71,363523.1464,1081.473686,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-5bbd9aa2-0124-4e31-9fe9-d9e7445c4eee,,W1-2,4.102830194,5.137676223,,28.76964246,-79.67844532,40.31512092,True,331,0.2152113273307706,File 1,40.315119,-79.678445
1404,1430775.024,363523.2618,1076.594287,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-3934a51d-933f-4d0f-8ae7-250657b3bed8,60 M.P.H.,W13-1P,2.626814463,2.766047936,,21.26640222,-79.67844779,40.3151212,True,332,0.2878826160939309,File 1,40.315119,-79.678446
1406,1477203.869,311651.3836,1189.497987,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-79b70943-350d-4d4a-b651-813e5eb98580,MILE 81.6,D10-1,0.509189308,3.944130798,,62.20296637,-79.50828245,40.17542029,True,608,0.8655279526318581,File 1,40.175423,-79.508292
1407,1433046.745,353860.5604,1062.049006,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f51229f4-3a4b-48c3-95ca-36b9ce5afbeb,,D1-1,0.379307322,0.752586725,,-112.2394418,-79.66955015,40.28873871,True,102,0.16019423486952505,File 1,40.288739,-79.669552
1408,1433046.912,353860.7078,1064.532959,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-474f5e6b-6a7b-47bc-92bb-c92af91054e0,"WEST
INTERSTATE 76
MILE 69.0",D10-1,0.435883662,4.779021243,,115.0851837,-79.66954957,40.28873913,True,103,0.37514716418042193,File 1,40.288737,-79.669553
1410,1430259.921,365517.0793,1124.073106,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-92700282-a705-4ec5-9c16-df29bb2f4f3e,P,R1-5,3.384380552,3.700200841,,-165.5737365,-79.6804508,40.32056212,True,182,2.0036484640962353,File 1,40.320549,-79.680467
1411,1488812.247,302908.6709,1338.962783,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-4140d905-3917-43c6-aba1-3bd7ef310720,"MILE
84
.4",D10-1,0.536406362,4.184315916,,-142.0817065,-79.46614026,40.15205218,True,744,0.7830442754672042,File 1,40.152056,-79.466148
1412,1493580.96,302181.891,1457.235984,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-18dee74f-a1d6-4b02-a068-11c9d5947155,,W1-8,3.091694563,3.757851011,,-120.7736886,-79.44903383,40.15031057,True,670,0.5824642735554937,File 1,40.150311,-79.449027
1414,1494756.362,303309.9081,1508.175582,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f2f2a08b-dc43-450f-92fe-cbb4f050b474,,W1-8L,3.018703268,3.895671223,,-131.2310038,-79.44490728,40.15346851,True,723,0.059455513161190125,File 1,40.153469,-79.444907
1416,1427811.881,374467.0452,1036.557267,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-cf2273d8-87b6-413d-85df-079280568cba,4,D10-1,0.725268376,1.028067774,,0.738179539,-79.68993315,40.34497701,True,1143,2.7130339462728887,File 1,40.34498964,-79.68990576
1417,1435994.215,344871.5641,1040.98446,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b94ca84e-fbb4-4a49-8226-9d2bd557d143,NO TRUCKS BUSES TRAILERS LEFT LANE,R3-10b,4.043998102,4.959428967,,-69.74191049,-79.65829082,40.26424449,True,1324,0.10339123606133695,File 1,40.26424429,-79.65828963
1420,1441622.619,337583.9201,1035.626373,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a7ed8195-f6d9-42d9-8109-6706a99c91e6,"WEST
Interstate 76
MILE 73
0",D10-1,1.610479081,3.126795332,,-17.23287034,-79.6375689,40.24457605,True,208,0.2724232694363355,File 1,40.244575,-79.637566
1425,1430259.011,365514.6635,1127.003258,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-8daeb1c5-5d07-4b70-be8a-2cd8009bf56d,No Parking,R8-3,2.842089466,3.468550825,,20.8324538,-79.68045387,40.32055544,True,183,1.3235909194554196,File 1,40.320549,-79.680467
1426,1433156.339,352808.1562,1048.849479,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-ae6d7c13-d07f-4c9a-9216-7bdf5ed13f64,"MILE
69
2",D10-1,1.332345162,3.860854202,,2.319130012,-79.66907542,40.28585702,True,867,0.8015161659274591,File 1,40.285854,-79.669084
1428,1492914.768,302175.2668,1435.065428,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6609a691-bea6-42f7-a7bc-d3dad1e35d46,"MILE
85
.2",D10-1,11.73762198,3.940489602,,51.86517176,-79.4514161,40.15025719,True,392,0.4930991329704759,File 1,40.150253,-79.451418
1430,1475743.689,312287.7724,1164.271975,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b06f4fdf-49b4-4e16-ba1e-99d8567fa3a9,"MILE
8
1.3",D10-1,21.73136885,6.008166292,,-115.7970981,-79.51355232,40.17708697,True,74,3.0044160576670897,File 1,40.177063,-79.513536
1431,1498965.677,302308.7013,1648.057948,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-5c1715e5-c13c-4e36-9ba4-ec6085a33aa1,"MILE
8
6
.6",D10-1,1.304207836,3.894721227,,149.2265336,-79.42978318,40.15094137,True,807,0.18189223151120956,File 1,40.150943,-79.429783
1432,1489290.455,302710.8645,1357.209765,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-0eae8569-9ea6-4844-a3a3-bd95eb3dbb93,MILE 84.5,D10-1,0.481479022,3.89149656,,-157.1986185,-79.46441611,40.15153478,True,743,0.7145709375113978,File 1,40.151537,-79.464424
1434,1433258.352,348585.8775,1002.802821,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-66f725c6-f985-4e8b-b328-0cc431c60cfd,76,M1-1,0.222925619,2.785792913,,36.89132112,-79.6683811,40.27427543,True,810,0.3670903246886411,File 1,40.274274,-79.668385
1435,1484832.617,305537.0012,1285.704009,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-3ca3076b-3916-4c22-b474-b144f2fb2529,"EMERGENCY
CELLULAR
*11",D12-3,0.800996434,3.220217799,,56.61208689,-79.48055848,40.15905265,True,62,0.28199915880611204,File 1,40.159051,-79.480561
1436,1433024.196,355212.3214,1078.050027,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-44a15f4f-ea95-4be3-9a56-e66ae48ff012,EXIT 67,D9-18bP,0.520543257,7.592614544,,-126.050277,-79.66973629,40.29244715,True,433,1.5713478415836597,File 1,40.292443,-79.669754
1439,1429274.261,377283.2049,1085.693523,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b9dc94d1-8587-46f6-8beb-240ef37d3ad8,MILE 64.2,D10-1,18.66357555,6.299326969,,-22.47379646,-79.6849093,40.35279367,True,506,0.7947610704110463,File 1,40.352791,-79.684918
1440,1430958.091,381214.8543,1156.417218,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-75ea7a49-7980-458e-8f2d-da8750ef91e3,,M6-3,2.938816777,1.46415662,,-85.8350685,-79.67917727,40.36368471,True,288,1.251555800434819,File 1,40.363679,-79.67919
1441,1430958.174,381215.0594,1158.603005,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-399c5764-924a-4908-8512-74ba48257300,NO PARKING,R7-1,3.124579522,4.565489204,,-80.61453305,-79.67917698,40.36368528,True,395,1.3055639764784517,File 1,40.363679,-79.67919
1442,1456020.854,325560.5662,992.2669181,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-50e3fd6b-8a0a-46fb-b12d-78cbf8a5fc09,"MILE
76.7",D10-1,0.261573766,2.871541493,,46.33324543,-79.58510649,40.21241134,True,184,0.6160776234987372,File 1,40.212407,-79.585111
1443,1478803.944,310281.9481,1182.277961,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-f0e0826f-1ac3-40fa-957d-157ab02e2e6e,"EAST
INTERSTATE 76
MILE 82
.0",D10-1,1.619740271,4.951805533,,130.6139097,-79.50246025,40.17174911,True,908,0.6097060162589149,File 1,40.171745,-79.502465
1444,1491187.173,302070.5837,1417.709141,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-7be18477-03ba-44d3-8a98-a07da6fc92e4,NO TRUCKS BUSES TRAILERS LEFT LANE,R3-10a,1.399610766,3.598498859,,110.734711,-79.45758783,40.14987835,True,1156,1.095523246463145,File 1,40.14988716,-79.4575936
1445,1427346.694,373543.324,1026.868556,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a8a0a119-cb21-4a6d-b6b3-7508937c6b1a,"WEST
INTERSTATE 76
MILE 65 0",D10-1,1.505865708,2.750572466,,12.03355476,-79.6915288,40.34241392,True,679,0.9329137753233496,File 1,40.342408,-79.691521
1447,1481376.73,308459.474,1161.290309,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-3148800b-f74c-4e7a-af6e-7995f36f01a1,"MILE
82.6",D10-1,1.068519653,3.716267859,,112.5819968,-79.49312678,40.166887,True,130,0.3585806087864358,File 1,40.166887,-79.493131
1450,1473874.447,313236.0405,1122.920238,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-7c4d8cfc-5292-4540-89c4-29a0a37e9f19,"MILE
80.9",D10-1,0.974737759,2.542256214,,122.8417999,-79.52030849,40.17958687,True,580,0.04567522102505754,File 1,40.179587,-79.520309
1453,1442307.448,336795.3314,1031.131497,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e5fca25b-53e0-49f2-b038-a1f68779b96e,"MILE
73
2",D10-1,0.722937336,4.157037068,,-87.62531141,-79.63505591,40.24245196,True,461,0.4115049215505609,File 1,40.242449,-79.635053
1454,1478051.384,310884.9069,1177.052987,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-50b49787-5e14-4da2-acd1-76f4b4531ed4,"EMERGENCY
PULL-OFF",D12-2,4.076020281,2.92367844,,136.031572,-79.50519559,40.17336294,True,901,0.30800355892052705,File 1,40.173362,-79.505199
1455,1504600.283,295503.1522,1794.545871,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-9a5699d4-cc5b-4728-8d86-9e5ba5936f58,"EXIT 91
DONEGAL
31 711
Ligonier
Uniontown
2 MILES",E1-1,13.0284362,15.31578803,,168.0182192,-79.40917249,40.13255519,True,837,1.070046218218153,File 1,40.132554,-79.40916
1456,1504598.038,295502.6574,1800.86253,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e4578813-561b-40f8-bf2c-ce8260ac4f22,EXIT 91,E1-5P,8.525400338,2.743884166,,-12.14159076,-79.40918048,40.13255372,True,161,2.3405347262196585,File 1,40.132555,-79.409153
1457,1465369.006,319840.5567,1033.934693,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-89280420-d000-46a6-98de-cd9b13670b7f,MILE 7 8.8,D10-1,0.943238293,2.719869096,,-50.53106657,-79.55122391,40.19724104,True,235,0.2867938054967856,File 1,40.19724,-79.551227
1458,1427312.323,373567.815,1030.013322,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-51bf4aac-bebf-4c13-a264-5e90fe8ec80c,INTERSTATE 76 WEST MILE 65.0,D10-1,0.797022114,4.731859358,,-169.7944703,-79.69165401,40.34247905,True,322,2.013635069043718,File 1,40.342465,-79.691669
1460,1486596.59,304410.8472,1326.33621,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-529d9713-18a5-42cb-a533-2b92fba98cc0,"MILE
83
9",D10-1,0.631190904,4.070680905,,-122.3855445,-79.47416994,40.15605655,True,526,1.1159148719215437,File 1,40.156051,-79.474159
1461,1459662.268,323583.092,1033.959123,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-b5cbd1a0-ba67-42dc-aa97-460028e659e9,MILE 7 7.5,D10-1,1.057990986,3.601799792,,-54.81421698,-79.57192481,40.20719113,True,194,0.3598357605822273,File 1,40.207189,-79.571928
1462,1470341.589,316195.3955,1107.462936,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-32c1f8c7-9f5f-4107-ba0b-920e52528f22,"EAST
76
MILE
80
.0",D10-1,10.58209751,4.028657368,,-57.75051387,-79.53316331,40.18751382,True,243,1.0844407229025734,File 1,40.187523,-79.533159
1468,1430833.291,363884.1662,1082.992152,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-74f491d9-12de-4e5d-bc49-a1c56493960b,EAST 76 MILE 67 0,D10-1,8.488715396,5.422688324,,-20.4078856,-79.67826715,40.31611515,True,330,1.342400986569211,File 1,40.316121,-79.678281
1469,1464090.06,320769.9665,1028.619509,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-47f40dbb-6848-4500-9a85-c5d1f8b03cd9,MILE 78.5,D10-1,0.983605497,3.488106898,,130.2350807,-79.55586932,40.19972013,True,244,0.3921476352333637,File 1,40.199718,-79.555873
1470,1440947.075,338813.3868,1045.353731,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-813990ac-33c0-48d1-9c4f-aebfd4a0f6d1,MILE 727.7,D10-1,24.40229614,3.402502049,,114.3381329,-79.64008259,40.24791059,True,203,0.1605998261866977,File 1,40.247912,-79.640083
1471,1485709.799,304921.1273,1303.788741,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-122151ae-b0cd-4a5e-b8cf-48d2604e5cf4,"MILE
83
.7",D10-1,1.058679039,3.590683392,,134.3207479,-79.47737763,40.15740948,True,801,0.2015890608966307,File 1,40.157408,-79.477379
1473,1483497.466,307107.572,1239.826559,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-e5cf96a8-9ed0-4755-a2fb-6503ade4d578,"MILE
83
.1",D10-1,0.451700079,4.055981584,,60.63351797,-79.48544482,40.16329127,True,532,0.7956360489856413,File 1,40.163298,-79.485448
1475,1430001.382,378670.8757,1112.539977,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-71024b51-d1b5-4e01-a63b-9bdb6380e3e8,0.9,D10-1,0.958482228,0.994394151,,27.98829474,-79.68240994,40.35664566,True,499,0.26202689625557607,File 1,40.356646,-79.682413
1486,1487666.613,303853.361,1309.352782,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-3caa5ffd-be0c-4359-84ba-928f883054d6,,W1-8L,2.871741349,3.919191153,,128.1628601,-79.4703037,40.15458377,True,139,0.19845958103147002,File 1,40.154582,-79.470304
1488,1455493.582,325559.5442,998.3783312,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-47801bc7-8265-493f-9f38-462c590cdcd4,MILE 76.6,D10-1,0.972648667,3.823584947,,-84.47716714,-79.58699395,40.21237844,True,278,0.42025765773750423,File 1,40.212375,-79.586996
1489,1436101.72,344764.1168,1038.838071,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-44c95c82-ca4f-4132-aec4-2fee7d6bc54d,"EAST
INTERSTATE 76
MILE 71
.0",D10-1,1.609927427,4.118636344,,111.1128753,-79.65789737,40.26395599,True,304,0.3080077824328568,File 1,40.263956,-79.657901
1490,1470773.948,315403.9649,1141.75254,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d5bb6249-3174-4c5e-8a0e-856399ce9244,Hecla Road,D3-1,8.189053252,2.0306816,,125.1664468,-79.53155896,40.18536567,True,518,0.5799498514251515,File 1,40.185361,-79.531562
1495,1498276.752,303550.5415,1612.758064,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-92de0155-d8cd-4e5e-a19a-75549e0271f9,,W1-8L,2.967827051,3.979502016,,147.4292778,-79.43233187,40.15431373,True,496,0.08192074254939527,File 1,40.154313,-79.432332
1497,1494154.899,302523.2274,1477.231916,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-727d8bd7-c6ca-49f2-9432-0f80d76199dc,,W1-8R,2.97240338,3.914403236,,-137.4088951,-79.44700452,40.15127769,True,727,0.05340887084080414,File 1,40.151278,-79.447005
1498,1484993.953,305600.2045,1285.104572,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-a45866d5-3fec-4d88-a192-4ff52f61f6dd,,D3-1,0.0675263,0.083099235,,-16.6643174,-79.47998579,40.15923479,True,469,4.007986914542922,File 1,40.159242,-79.480032
1499,1484993.735,305600.5754,1288.789101,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-c2dfe1dc-6239-435b-945d-9194991da995,No Parking,R8-3,0.965944625,1.084859173,,65.92648581,-79.4799866,40.1592358,True,470,3.919261012475143,File 1,40.159242,-79.480032
1502,1496570.712,303831.7737,1558.413542,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6b5118f5-2d31-4500-8283-fc2810e7dc46,"86
0",D10-1,1.434438347,1.155097182,,87.7319377,-79.43845338,40.15499622,True,885,0.23896043796250077,File 1,40.154997,-79.438456
1504,1487537.862,303795.3073,1303.053988,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-6d6b88a6-e837-4ec8-af0c-99ebfbb2a823,"MILE
84.1",D10-1,0.562228634,3.225504376,,78.23719865,-79.47076017,40.15441755,True,823,0.16711907584095465,File 1,40.154417,-79.470762
1513,1428752.173,368142.0792,1052.537412,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-20005801-d81d-43bb-b1a1-706f49b74aa1,6 6 1,D10-1,28.58079553,5.915505895,,132.7546744,-79.68606313,40.32767554,True,265,2.0624208168779283,File 1,40.327687,-79.686044
1515,1429383.355,377808.3817,1095.302536,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-5da388c3-1485-4c2f-8013-866fe0c04991,MILE 64.1,D10-1,0.787236011,3.282168569,,62.08823054,-79.68455924,40.35424152,True,199,1.592935894997262,File 1,40.354231,-79.684572
1517,1486212.611,304703.8618,1318.360005,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-108552b5-6975-4bc6-8c5f-8d300e810930,3.8,D10-1,4.574677061,2.456404577,,-122.0843338,-79.47556389,40.15684016,True,527,4.167362121711277,File 1,40.156804,-79.475551
1518,1449574.033,330421.8097,1000.004931,Sign Face,https://cloud.mach9.io/files/92b5f3e7-513f-46f0-ae0d-b0557928ae00/view#object-d62e1cf3-d49b-47d0-9fa5-eae7d6d4e44b,,W16-7P,1.093164501,1.9908463,,138.7517871,-79.60855105,40.22538285,True,932,1.3534236566136744,File 1,40.225395,-79.608552
